#Denominación,Prog.,Econ.,Fecha,NIF,Nombre empresa,Descripción,Importe,Descuentos,
Asistencia social primaria. Programa de Emergencia Social,231,22759,29/04/2015,,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,AYUDAS SERVICIOS SOCIALES SEGUN Dº CONCESION 488/2015 - Dº APROBACION PAGO 778/2015 Y Dº ORDENACION PAGO 779/2015,"120,00","0,00",#NAME?
Asistencia social primaria. Programa de Emergencia Social,231,22759,21/04/2015,,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,IMPORTE PARCIALMENTE COMPENSADO DECRETO 856/2015   -   AYUDAS SERVICIOS SOCIALES SEGUN Dº CONCESION 600/2015 - Dº APROBACION PAGO 778/2015 Y Dº ORDENACION PAGO 779/2015,"43,30","0,00",#NAME?
Asistencia social primaria. Programa de Emergencia Social,231,22759,08/05/2015,,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,PAGO RESTO COMPENSACION DECRETO 856/2015  -  AYUDAS SERVICIOS SOCIALES SEGUN Dº CONCESION 600/2015 - Dº APROBACION PAGO 778/2015 Y Dº ORDENACION PAGO 779/2015,"211,66","0,00",#NAME?
Asistencia social primaria. Programa de Emergencia Social,231,22759,12/05/2015,,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,PAGO RESTO COMPENSACION DECRETO 856/2015  -  AYUDAS SERVICIOS SOCIALES SEGUN Dº CONCESION 600/2015 - Dº APROBACION PAGO 778/2015 Y Dº ORDENACION PAGO 779/2015,"45,04","0,00",#NAME?
Servicios Generales.Suministro de materiales de contrucción,9201,22129,08/04/2015,B28766970,AISLAMIENTOS UNIFICADOS SL,"SUMINISTRO MATERIAL DE CONSTRUCCION PARA REPARACIONES, APROBADA CON DECRETO, 463/2015 - NUMERO DE FAC.: 15-1-0-000351 DE FECHA OPERACION: 06/03/2015 Y FECHA REG. INTERVENCIÓN: 06/03/2015 Y DECRETO DE ORDENACIÓN DEL PAGO Nº 544/2015","79,78","0,00",#NAME?
Servicios Generales.Suministro de materiales de contrucción,9201,22129,14/10/2015,B28766970,AISLAMIENTOS UNIFICADOS SL,SUMINISTRO DE MATERIALES - APROBADO Dº 1973/2015 - NUMERO DE FAC.: 15-1-0-002686 DE FECHA OPERACION: 28/09/2015 Y FECHA REG. INTERVENCIÓN: 01/09/2015 Y DECRETO DE ORDENACIÓN DEL PAGO Nº 2031/2015,"35,91","0,00",#NAME?
Seguridad y P.Civil. Complemento específico,130,12101,19/05/2015,,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,ANTICIPO NOMINA MES DE MAYO SEGUN DECRETO 1023/2015,"500,00","0,00",#NAME?
Seguridad y P.Civil. Complemento específico,130,12101,26/05/2015,,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,REINTEGRO ANTICIPO NOMINA MES DE MAYO,"-500,00","0,00",#NAME?
Seguridad  y P. Civil. Otros gastos diversos,151,22699,05/08/2015,,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"DECLARACION AMPLIACION OBRA NUEVA HONORACION  Y GASTOS UPLIDOS, APROBADA CON DECRETO  1515/2015 - NUMERO DE FAC.: a-0000215 DE FECHA OPERACION: 15/07/2015 Y FECHA REG. INTERVENCIÓN: 14/07/2015 Y DECRETO ORDENACION DE PAGO Nº 1613/2015, DE 27 DE JULIO","2.089,59","325,72",#NAME?
Seguridad  y P. Civil. Alquiler de vehiculos,130,20400,18/02/2015,A91001438,"ALPHABET ESPAÑA FLEET MANAGEMENT, SAU",EXPTE. 26/10: ENERO. ALQUILER VEHICULOS - APROBADA POR DECRETO Nº 147/2015 - NUMERO DE FAC.: 01500009228 DE FECHA OPERACION: 30/01/2015 Y FECHA REG. INTERVENCIÓN: 15/01/2015 Y DECRETO DE ORDENACIÓN DEL PAGO Nº 148/2015,"3.104,67","0,00",#NAME?
Seguridad  y P. Civil. Alquiler de vehiculos,130,20400,25/03/2015,A91001438,"ALPHABET ESPAÑA FLEET MANAGEMENT, SAU",EXPTE. 26/10 MES DE FEBRERO ALQUILER VEHICULOS  SEGURIDAD CIUDADANA - APROBADA POR DECRETO 499/2015 - NUMERO DE FAC.: 01500022444 DE FECHA OPERACION: 10/03/2015 Y FECHA REG. INTERVENCIÓN: 26/02/2015 Y DECRETO DE ORDENACIÓN DEL PAGO Nº 500/2015,"3.104,67","0,00",#NAME?
Seguridad  y P. Civil. Alquiler de vehiculos,130,20400,17/12/2015,A91001438,"ALPHABET ESPAÑA FLEET MANAGEMENT, SAU",EXP 26/10 Alquiler y servicios del vehículo 3533-HCC del 1 al 17 de marzo 2015 / Alquiler y servicios del vehículo 3655-HCC del 1 al 17 de marzo 2015 - APROBADA POR DECRETO 2617/15 - NUMERO DE FAC.: 01500149357 DE FECHA OPERACION: 09/12/2015 Y FECHA REG. INTERVENCIÓN: 23/11/2015 Y DECRETO DE ORDENACIÓN DEL PAGO Nº 2618/2015,"1.116,09","0,00",#NAME?
Seguridad  y P. Civil. Alquiler de vehiculos,130,20400,17/12/2015,A91001438,"ALPHABET ESPAÑA FLEET MANAGEMENT, SAU",EXP 26/10 ALQUILER Y SERVICIOS 0206-HCL - NUMERO DE FAC.: 01500035540 DE FECHA OPERACION: 09/12/2015 Y FECHA REG. INTERVENCIÓN: 18/11/2015 Y DECRETO DE ORDENACIÓN DEL PAGO Nº 2618/2015,"1.011,96","0,00",#NAME?
Seguridad  y P. Civil. Alquiler de vehiculos,130,20400,17/12/2015,A91001438,"ALPHABET ESPAÑA FLEET MANAGEMENT, SAU",EXP 26/10 Alquiler y servicios del vehículo 0206-HCL del 1 al 14 de abril 2015 - APROBADA POR DECRETO 2617/15 - NUMERO DE FAC.: 01500149354 DE FECHA OPERACION: 09/12/2015 Y FECHA REG. INTERVENCIÓN: 23/11/2015 Y DECRETO DE ORDENACIÓN DEL PAGO Nº 2618/2015,"472,25","0,00",#NAME?
Fiestas populares y festejos. Fiestas y eventos populares municipales,338,22735,04/03/2015,B80923808,"ALQUILER SESPA.,S.L.",ANIMACION CABALGATA DE REYES - APROBADO Dº 199/15 - NUMERO DE FAC.: 01E/2015 DE FECHA OPERACION: 05/02/2015 Y FECHA REG. INTERVENCIÓN: 27/01/2015 Y DECRETO DE ORDENACIÓN DEL PAGO Nº 210/2015,"1.573,00","0,00",#NAME?
Fiestas populares y festejos. Fiestas y eventos populares municipales,338,22735,06/07/2015,B80923808,"ALQUILER SESPA.,S.L.","PASACALLES 4 DE JUNIO PREGON FIESTAS CORPUS, APROBADA CON DECRETO 1234/15 - NUMERO DE FAC.: 12E/2015 DE FECHA OPERACION: 16/06/2015 Y FECHA REG. INTERVENCIÓN: 10/06/2015 Y DECRETO DE ORDENACIÓN DE PAGO 1300/2015","2.178,00","0,00",#NAME?
Fiestas populares y festejos. Fiestas y eventos populares municipales,338,22735,06/07/2015,B80923808,"ALQUILER SESPA.,S.L.","ORGANIZCION Y PRESTACION DE SERVICIOS APERITIVO PUPULAR FIESTAS CORPUS, APROBADA CON DECRETO 1234/15 - NUMERO DE FAC.: 14E/2015 DE FECHA OPERACION: 16/06/2015 Y FECHA REG. INTERVENCIÓN: 10/06/2015 Y DECRETO DE ORDENACIÓN DE PAGO 1300/2015","8.470,00","0,00",#NAME?
Fiestas populares y festejos. Fiestas y eventos populares municipales,338,22735,06/07/2015,B80923808,"ALQUILER SESPA.,S.L.","4 CARPAS JAIMAS 3X6 EN PVC BLANCO APERITIVO POPULAR FIESTAS CORPUS, APROBADA CON DECRETO 1234/15 - NUMERO DE FAC.: 13E/2015 DE FECHA OPERACION: 16/06/2015 Y FECHA REG. INTERVENCIÓN: 10/06/2015 Y DECRETO DE ORDENACIÓN DE PAGO 1300/2015","1.210,00","0,00",#NAME?
Deportes. Gala del deporte,340,22645,04/03/2015,B80923808,"ALQUILER SESPA.,S.L.","EXHIBICIONES DEPORTIVAS CELEBRACION GALA DEL DEPORTE DIA 30/01/2015, APROBADO CON DECRETO 218/2015 - NUMERO DE FAC.: 02E/2015 DE FECHA OPERACION: 10/02/2015 Y FECHA REG. INTERVENCIÓN: 05/02/2015 Y DECRETO DE ORDENACIÓN DEL PAGO Nº 227/2015","1.476,20","0,00",#NAME?
