#Ejercicio,Org.,Econ.,Denominación,Previsiones Iniciales,Modificaciones de previsiones,Previsiones Definitivas,Derechos reconocidos
2016,,33200,Tasa  utilización privativa dominio público - IBERDROLA,118987.13,0,118987.13,193643.15
2016,,33201,Tasa Utilización privativa  dominio Público-REPSOL,30687.76,0,30687.76,6198.14
2016,,33202,Tasa utilización privativa  dominio público-ENDESA,43302.98,0,43302.98,19743.52
2016,,33203,Tasa  utilización privativa  dominio público-OTRAS Empresas suministradoras,103179.19,0,103179.19,143120.78
2016,,33300,Tasas  utilización privativa  dominio público.- Otras empresas  telecom.,0,0,0,2880.03
2016,,33400,Ocupación de vía pública,68650.08,0,68650.08,27237.14
2016,,33500,Tasa  ocupación vía pública  actividades lucrativas,51744.03,0,51744.03,52140.67
2016,,33800,Compensación de Telefónica de España S.A.,111523.35,0,111523.35,86998.2
2016,,33902,Tasa por utilización de Edificios e Instalacciones Municipales,7954.41,0,7954.41,987.5
2016,,34100,Teleasistencia y Ayuda a domicilio,0,0,0,3819.75
2016,,34201,Precio público Escuela de pintura,3496.5,0,3496.5,1172.5
2016,,34202,Precio Público Clases de Inglés,29598.75,0,29598.75,18736
2016,,34203,Clases de Aleman,1390,0,1390,0
2016,,34204,Educación en Valores a través del Deporte Alternativo,0,70785,70785,70785
2016,,34400,Precios públicos Entradas de Cine,180,0,180,0
2016,,34902,Precios públicos baile moderno,13982.25,0,13982.25,11309.65
2016,,34904,Danza española,20337,0,20337,24445
2016,,34907,"Ingresos parking Potro, Carcavillas, Central",0,0,0,7997.9
2016,,38900,Reintegros de pagos ejercicios cerrados,0,0,0,29773.37
2016,,39100,Multas por infracciones urbanísticas,591419,0,591419,0
2016,,39120,Multas por infracciones de la Ordenanza de circulación,60000,0,60000,104783.25
2016,,39190,Otras multas y sanciones,22054.95,0,22054.95,28646.38
2016,,39200,Recargos por declaración extemporánea sin requerimiento previo,13572.22,0,13572.22,33282.98
2016,,39210,Recargo ejecutivo,17235.88,0,17235.88,0
2016,,39211,Recargo de apremio,147680.21,0,147680.21,217835.29
2016,,39300,Intereses de demora,54351.92,0,54351.92,103396.14
2016,,39301,Intereses por recargo extemporaneo,1467.8,0,1467.8,7118.14
2016,,39711,Convenio Xanadú,50000,0,50000,0
2016,,39901,Anuncios a cargo de particulares,21154.44,0,21154.44,31570.95
2016,,39902,Tercera edad,16172.25,0,16172.25,25772.06
2016,,39904,Recogida selectiva,72210.62,0,72210.62,101691.61
2016,,39905,Máquinas dispensadoras comida y bebida,14887.32,0,14887.32,11471.33
2016,,39907,Otros ingresos diversos,15299.09,0,15299.09,74471.1
2016,,39909,"Ingresos bajas vehículos, desguace",0,0,0,1850
2016,,39912,Convenios Feria del Comercio (FERIAMOS),10000,0,10000,0
2016,,42000,Participación en los Tributos del Estado,5061589.45,0,5061589.45,5279473.18
2016,,42001,Trnasferencias I.A.E.,273085.01,0,273085.01,267078.63
2016,,42102,Servicio Regional de Empleo Escuela Taller,0,0,0,0
2016,,45002,Transferencias corrientes en cumplimiento de convenios suscritos con la Comunidad Autónoma en materia de Servicios Sociales y Políticas de Igualdad,194000,15499.68,209499.68,201843.22
2016,,45004,Subvención dotación fondos bibliográficos,0,9600,9600,9600
2016,,45030,Convenios con la Comunidad Autóno,70125,0,70125,73543.3
2016,,45036,SUBVENCION EQUIPAMIENTO DE BIBLIOTECAS PUBLICAS,0,0,0,3619.67
2016,,45037,SUBVENCION DISPOSITIVOS DE REPRODUCION DE DOCUMENTOS (ARCHIVO),0,0,0,7265.2
2016,,45051,Subvención para trabajos temporales de colaboración social,0,0,0,0
2016,,45052,SUBVENCION PERSONAL INEM,0,0,0,0
2016,,45080,Otras subvenciones corrientes (Ju,2966,0,2966,6843
2016,,45085,Cursos de Formación para desempleados,55680,0,55680,0
2016,,45091,SUBVENCION PLAN EMPLEO JOVEN DE LA COMUNIDAD DE MADRID,0,360800,360800,288800
2016,,47000,Convenio Madrid Xanadú,0,4500,4500,1000
2016,,52000,Intereses de depósitos,56335.2,0,56335.2,21652.89
2016,,53410,Dividendos Canal de Isabel II,65057.24,0,65057.24,85853.71
2016,,55004,Otras concesiones administrativas con contraprestación periódica,1286.38,0,1286.38,2559.84
2016,,55200,Derecho de superficie con contraprestación periódica. Colegio Sol  y Nieve,0,0,0,212357.9
2016,,55201,Derecho de superficie . El Olivar,17178.53,0,17178.53,17041.1
2016,,55202,Canon huertos familiares,10000,0,10000,2500
2016,,83000,Reintegro de préstamos al persona,18000,0,18000,7225.99
2016,,87000,Para gastos generales,0,1825684.62,1825684.62,0
2016,,87003,R.Tª para inversiones en P.M.S.,0,2020086,2020086,0
2016,,87010,Para gastos con financiación afectada,0,1217371.93,1217371.93,0
,,,,,,,
